id	sample1	sample2	sample3	sample4	sample5	sample6
gene2743	2.52	8.08	7.63	8.05	22.09	7.09
gene2744	625.55	808.98	817.74	771.2	1211.04	806.84
gene2745	63.83	56.08	69.68	60.94	56.98	68.12
gene2746	12.17	9.87	12.48	1.68	2.0	3.6
gene2747	43.92	60.04	76.85	19.99	12.43	19.25
gene2748	39.95	46.07	49.01	46.6	68.25	51.21
gene2749	0.79	1.53	2.37	15.37	17.36	16.2
gene2750	440.4	507.73	549.65	430.88	497.42	512.23
gene2751	271.14	290.32	260.28	202.83	287.35	244.56
gene2752	211.54	297.3	294.74	432.44	567.31	452.94
gene2753	339.95	506.14	424.89	7.69	7.32	6.71
gene2754	102.32	81.11	84.65	54.63	62.17	56.0
gene2755	2.36	4.37	3.45	9.11	22.19	10.58
gene2756	19.3	29.3	28.54	39.29	46.0	36.44
gene2757	13.21	12.95	15.11	13.48	11.47	13.52
gene2758	8.74	13.32	14.79	16.13	19.59	21.37
gene2759	50.68	75.68	77.15	96.29	142.52	114.99
gene2760	2.83	2.79	3.72	9.69	8.24	10.7
gene2761	26.32	54.85	46.63	491.24	333.32	419.58
gene2762	19.41	30.71	29.88	30.46	28.39	28.31
gene2763	35.0	47.9	48.57	53.72	67.96	54.58
gene2764	457.27	419.92	586.97	299.44	342.56	289.5
gene2765	240.82	337.92	383.19	264.8	266.02	240.32
gene2766	19.32	27.17	25.89	47.6	61.89	48.99
gene2767	28.53	40.96	48.11	49.62	59.52	54.32
gene2768	55.42	42.62	67.42	5.38	7.86	4.07
gene2769	0.0	0.0	0.66	0.0	0.29	0.58
gene2770	6.66	12.41	13.85	3.31	5.81	2.47
gene2771	61.25	58.0	59.84	73.77	52.36	71.88
gene2772	12.13	17.85	25.3	19.23	18.15	19.61
gene2773	148.56	96.88	145.47	78.17	46.15	69.06
gene2774	73.16	143.2	128.68	151.06	203.36	181.58
gene2775	13.54	17.63	14.97	24.48	28.65	23.0
gene2776	21.74	26.31	33.09	43.49	42.41	39.85
gene2777	13.38	19.19	20.45	19.36	21.48	16.7
gene2778	71.62	97.8	90.62	120.84	130.92	121.55
gene2779	3.6	3.11	4.92	5.87	7.01	5.84
gene2780	3455.16	4541.79	5244.96	10218.6	13520.3	11178.14
gene2781	19.79	26.67	27.06	103.44	91.93	120.86
gene2782	20.05	29.53	37.56	150.76	143.48	162.18
gene2783	85.48	110.25	119.96	106.79	143.21	111.29
gene2784	63.52	102.44	110.28	160.42	112.0	149.34
gene2785	13.12	18.02	14.34	27.2	21.22	21.23
gene2786	306.97	361.75	393.5	332.29	397.62	332.69
gene2787	11.25	5.65	9.8	12.2	7.46	10.33
gene2788	2348.25	3717.2	2970.79	2532.38	8225.86	3444.23
gene2789	629.43	945.39	894.82	618.41	832.28	671.07
gene2790	281.49	264.0	288.77	234.39	212.01	198.7
gene2791	27.94	36.21	40.84	54.01	73.72	63.84
gene2792	9.68	13.45	13.53	13.08	19.81	13.8
gene2793	297.39	365.0	410.7	232.17	296.01	242.39
gene2794	13.55	11.72	11.56	15.4	12.46	19.27
gene2795	0.0	0.0	0.0	0.17	0.0	0.0
gene2796	58.12	93.61	101.15	70.71	74.62	60.53
gene2797	3.42	4.75	4.58	4.11	5.28	2.8
gene2798	36.23	35.36	54.37	17.47	22.7	23.82
gene2799	1.32	1.01	1.8	0.64	1.91	1.56
gene2800	8.29	8.54	7.26	9.41	10.76	11.96
gene2801	105.74	121.7	129.43	162.53	140.84	152.75
gene2802	54.17	65.98	68.97	60.61	60.4	59.96
gene2803	15.8	14.72	12.77	39.75	13.31	27.42
gene2804	18.52	28.26	31.2	19.62	29.35	23.25
gene2805	0.0	0.0	0.39	1.39	0.0	0.34
gene2806	2.85	2.77	4.02	1.73	0.57	2.61
gene2807	44.59	60.84	66.56	40.48	55.75	45.48
gene2808	125.23	125.28	177.2	134.69	120.77	128.21
gene2809	4.2	1.91	3.11	0.85	0.85	0.84
gene2810	0.0	9.27	5.79	9.18	2.3	5.67
gene2811	2.2	1.39	1.87	1.45	1.5	1.75
gene2812	3.65	1.73	2.47	3.05	3.3	5.92
gene2813	2.99	2.23	3.08	7.47	7.64	5.73
gene2814	9.82	16.66	14.67	18.94	27.61	23.08
gene2815	124.89	123.04	153.99	2925.41	1855.25	2294.2
gene2816	145.46	83.95	138.99	222.64	151.45	185.45
gene2817	1.74	2.75	4.33	8.21	6.09	6.33
gene2818	15.89	17.78	16.97	8.85	8.15	10.11
gene2819	7.98	12.27	15.57	18.15	19.04	12.51
gene2820	0.63	1.73	1.43	1.89	1.69	1.47
gene2821	50.65	69.44	98.19	36.09	33.14	33.09
gene2822	3.35	3.87	3.15	3.41	1.78	4.18
gene2823	10.06	8.77	12.31	2.18	1.09	3.23
gene2824	222.6	234.67	251.35	166.07	195.21	128.41
gene2825	0.82	0.83	0.89	0.0	0.39	0.38
gene2826	41.05	51.13	40.77	46.25	75.0	63.99
gene2827	1183.13	1045.46	1440.56	261.77	100.86	176.18
gene2828	8.1	11.87	11.39	9.55	15.91	12.41
gene2829	3.64	10.7	9.16	12.9	10.99	13.77
gene2830	7.97	11.67	12.05	8.08	13.52	9.51
gene2831	35.98	37.96	37.54	127.21	114.01	132.15
gene2832	20.17	31.29	34.57	39.58	45.21	48.65
gene2833	1.56	1.18	1.63	1.39	1.26	1.34
gene2834	22.15	41.13	46.18	17.17	38.55	21.46
gene2835	29.65	47.47	43.32	36.33	52.83	41.97
gene2836	507.82	714.1	779.16	817.24	872.41	790.37
gene2837	0.0	1.14	0.0	1.44	1.79	2.1
gene2838	0.0	0.97	1.57	0.46	1.81	1.78
gene2839	436.77	584.91	679.05	816.64	1127.11	848.93
gene2840	86.27	85.74	101.21	57.79	58.26	51.49
gene2841	14.55	12.54	19.15	55.42	25.32	47.44
gene2842	20.55	42.69	39.43	35.4	41.24	34.5
gene2843	16.71	21.01	32.72	31.03	31.01	24.25
gene2844	100.59	126.84	144.09	118.29	132.44	125.36
gene2845	16.58	19.68	19.94	27.11	29.54	27.67
gene2846	10.37	8.32	13.14	9.42	4.12	8.65
gene2847	512.75	560.59	645.97	536.23	893.84	618.24
gene2848	63.13	98.79	88.49	163.54	146.3	170.88
gene2849	45.23	38.84	56.73	115.58	80.12	119.63
gene2850	25.46	11.25	16.24	15.05	4.77	18.1
gene2851	2.96	4.32	5.99	6.88	2.43	5.24
gene2852	98.01	124.94	139.17	112.1	162.34	133.32
gene2853	0.0	1.26	1.16	1.58	0.7	1.87
gene2854	3.64	1.8	4.06	3.11	1.54	2.07
gene2855	363.06	497.05	519.13	11.9	9.99	9.91
gene2856	388.49	414.85	477.5	195.58	229.97	187.32
gene2857	1.86	2.5	2.51	12.49	8.18	12.43
gene2858	1.38	0.85	0.99	1.37	2.04	0.89
gene2859	0.0	1.63	0.0	0.77	2.31	1.51
gene2860	2.62	4.04	3.17	4.8	5.92	6.17
gene2861	4.16	5.42	3.58	6.32	5.49	6.15
gene2862	79.1	31.21	61.7	165.01	54.52	112.79
gene2863	4.94	8.02	8.26	10.89	10.5	9.61
gene2864	12.71	20.53	19.11	23.54	25.81	25.52
gene2865	199.15	280.86	270.17	490.43	442.71	485.02
gene2866	9.34	9.52	11.13	12.27	11.7	9.31
gene2867	1.86	2.34	2.81	1.95	2.0	2.87
gene2868	25.4	34.93	39.34	60.45	69.95	69.84
gene2869	42.71	66.12	71.24	91.51	83.61	93.14
gene2870	40.74	46.76	71.53	113.47	103.95	108.44
gene2871	10.59	15.3	16.93	4.7	5.75	4.92
gene2872	208.78	253.25	277.1	131.62	147.37	142.63
gene2873	0.34	0.69	0.0	1.99	3.28	1.29
gene2874	5.67	5.83	6.22	7.47	3.82	5.79
gene2875	35.44	44.14	45.74	61.53	64.13	64.21
gene2876	27.38	39.12	36.92	70.77	71.66	71.77
gene2877	73.88	64.95	63.81	127.98	125.15	102.3
gene2878	5.77	8.05	7.73	14.32	14.69	14.52
gene2879	4.5	5.39	9.36	13.98	10.42	16.25
gene2880	0.0	0.0	1.69	5.26	0.0	1.3
gene2881	8.8	9.05	10.68	38.33	21.31	30.4
gene2882	65.78	64.41	49.7	114.2	148.19	130.52
gene2883	0.42	1.26	2.26	3.99	3.17	6.21
gene2884	8.46	7.93	8.69	13.53	10.67	12.42
gene2885	51.28	86.36	91.03	156.98	151.14	152.66
gene2886	257.81	349.14	385.33	445.29	601.34	511.95
gene2887	109.21	143.75	162.16	161.6	257.22	188.91
gene2888	8.5	3.38	12.44	14.31	4.96	16.44
gene2889	53.54	55.24	55.89	81.77	101.89	84.43
gene2890	38.62	56.59	56.49	62.14	75.96	64.89
gene2891	0.92	0.92	2.47	10.38	9.88	9.27
gene2892	29.49	45.11	34.49	43.86	66.6	53.56
gene2893	5.72	11.38	13.52	15.35	18.14	17.49
gene2894	2.37	2.13	2.54	1.48	3.53	3.93
gene2895	123.88	170.04	202.57	99.71	138.16	102.43
gene2896	131.05	98.89	127.32	172.65	194.14	180.4
gene2897	29.66	46.36	58.05	43.85	45.59	41.89
gene2898	0.77	4.22	5.37	2.8	3.79	5.44
gene2899	188.93	273.76	287.1	197.5	252.62	214.25
gene2900	23.07	12.39	13.33	14.7	11.17	13.06
gene2901	36.86	63.22	62.95	76.49	59.12	70.29
gene2902	15.41	29.27	24.96	29.57	53.25	34.89
gene2903	17.21	14.28	22.0	27.07	16.43	21.33
gene2904	2.21	4.51	4.83	4.01	3.37	3.3
gene2905	3.15	1.91	7.26	4.26	1.7	1.68
gene2906	51.55	82.84	96.14	131.77	181.67	141.72
gene2907	33.56	43.89	45.0	46.51	56.97	41.04
gene2908	72.77	87.82	123.1	5.36	5.32	4.35
gene2909	91.64	117.75	133.69	66.35	94.21	73.57
gene2910	31.46	26.57	33.03	37.99	37.58	40.41
gene2911	0.33	0.35	0.28	1.22	0.94	0.59
gene2912	29.43	39.14	36.83	40.88	40.4	37.55
gene2913	90.37	133.61	134.65	145.51	194.13	161.78
gene2914	11.32	16.61	15.04	11.25	15.55	15.88
gene2915	17.8	23.34	24.41	22.42	21.66	17.05
gene2916	21.76	31.29	28.61	49.54	64.28	66.32
gene2917	26.99	24.09	38.41	44.51	45.32	42.96
gene2918	15.21	20.2	16.2	20.75	21.2	21.8
gene2919	6.25	4.98	7.64	12.4	8.33	13.45
gene2920	3.4	3.26	3.49	1.46	2.88	1.88
gene2921	10.73	3.98	2.33	11.73	6.84	10.4
gene2922	210.08	301.56	360.54	377.04	583.6	386.48
gene2923	3.64	2.58	3.95	1.05	0.7	1.37
gene2924	627.24	740.75	876.31	15.8	20.55	22.44
gene2925	50.98	53.31	61.99	75.64	53.63	56.87
gene2926	195.52	275.05	275.64	947.2	605.51	937.48
gene2927	1.73	0.9	0.48	3.27	1.73	1.9
gene2928	17.71	29.32	22.36	20.16	30.0	27.84
gene2929	8.77	6.88	8.39	17.3	9.45	15.59
gene2930	0.86	1.75	1.57	1.97	1.39	2.73
gene2931	100.45	182.23	192.75	448.02	408.23	382.82
gene2932	8.37	12.2	15.97	9.58	12.79	13.67
gene2933	24.96	38.65	43.73	25.99	29.47	22.85
gene2934	26.87	28.47	41.53	46.81	57.93	66.52
gene2935	14.77	26.25	24.05	5.0	4.3	4.89
gene2936	110.51	151.79	168.97	91.86	149.19	111.96
gene2937	8.5	10.13	13.13	39.11	38.72	39.34
gene2938	145.07	162.47	206.33	232.87	319.33	251.46
gene2939	23.34	43.05	67.15	43.79	17.21	22.71
gene2940	20.02	20.05	17.41	21.16	15.79	20.8
gene2941	2.05	7.87	2.83	65.24	43.3	66.18
gene2942	94.51	121.39	133.89	120.52	173.09	130.63
gene2943	21.07	31.7	39.99	89.03	68.41	86.35
gene2944	4.88	9.76	9.22	11.1	16.24	15.14
gene2945	86.02	111.31	109.23	124.48	163.93	116.1
gene2946	1.27	0.74	0.16	1.74	0.86	0.28
gene2947	27.43	36.51	34.48	24.7	51.43	46.36
gene2948	1.09	3.93	3.67	19.68	25.81	19.06
gene2949	127.51	228.96	230.71	205.38	284.45	230.2
gene2950	5.14	6.87	5.62	10.3	11.1	10.23
gene2951	2.3	2.7	7.87	3.3	2.91	3.57
gene2952	65.74	81.89	85.77	133.45	128.31	119.91
gene2953	17.74	24.66	23.8	93.88	87.99	96.4
gene2954	9.32	5.56	7.33	15.49	7.65	10.89
gene2955	6.64	4.67	2.53	7.78	5.64	9.71
gene2956	49.19	86.67	81.08	104.08	163.8	126.79
gene2957	15.65	28.24	25.0	6.57	14.56	8.63
gene2958	5.79	10.08	5.08	6.55	5.37	6.92
gene2959	20.41	18.47	27.94	25.57	24.11	29.15
gene2960	8.16	13.68	9.15	20.28	17.52	20.04
gene2961	6.4	3.78	6.76	9.06	4.83	7.94
gene2962	43.56	60.56	67.43	67.75	66.88	65.84
gene2963	8.5	5.33	9.85	14.03	15.39	16.66
gene2964	10.26	3.24	5.62	6.09	2.23	3.72
gene2965	11.61	7.36	14.03	14.22	7.33	14.4
gene2966	11.37	13.56	18.44	17.07	12.63	14.43
gene2967	15.22	10.75	21.77	13.74	8.34	9.24
gene2968	7.77	8.55	9.34	7.79	7.91	6.33
gene2969	241.27	301.84	321.96	335.38	514.35	411.16
gene2970	26.09	7.45	11.43	7.67	11.56	11.4
gene2971	0.19	2.53	0.84	2.22	2.39	3.24
gene2972	0.55	2.02	1.97	3.65	3.77	3.93
gene2973	74.05	95.06	111.7	51.68	62.62	47.28
gene2974	52.86	75.66	93.45	31.28	22.22	23.54
gene2975	0.0	1.16	0.0	9.14	15.24	16.03
gene2976	65.57	84.9	90.12	67.42	95.98	81.73
gene2977	59.11	64.96	70.71	128.73	175.64	147.75
gene2978	21.86	21.0	26.58	24.43	28.31	32.5
gene2979	48.11	50.34	57.1	81.47	91.3	89.82
gene2980	76.12	107.85	97.76	72.29	56.62	56.2
gene2981	0.0	1.77	0.64	0.0	1.09	0.0
gene2982	96.99	96.26	108.13	162.69	200.21	170.88
gene2983	48.32	77.93	84.07	80.64	124.67	92.45
gene2984	57.76	80.91	86.04	130.15	165.64	126.88
gene2985	19.61	20.94	26.9	23.94	22.64	25.32
gene2986	16.17	18.92	17.36	17.94	18.47	19.61
gene2987	686.77	771.81	953.03	1824.9	1190.4	1576.71
gene2988	23.76	41.78	38.24	66.82	89.25	74.38
gene2989	8.85	11.52	8.83	215.7	412.33	254.81
gene2990	75.76	125.27	132.26	136.96	134.61	133.33
gene2991	1.62	3.92	3.7	1.65	2.55	2.45
gene2992	2.43	3.58	5.33	8.03	9.22	7.1
gene2993	18.05	20.08	16.85	22.27	22.78	19.29
gene2994	4.6	4.84	5.8	10.49	13.65	9.04
gene2995	11.62	10.38	19.42	24.51	9.92	16.72
gene2996	42.13	45.05	47.69	36.35	45.43	35.04
gene2997	8.21	6.97	7.02	8.77	7.92	7.29
gene2998	75.26	94.87	131.75	70.54	80.34	70.73
gene2999	488.58	399.97	583.63	763.57	835.54	776.85
gene3000	23.09	38.61	46.63	33.67	38.23	28.81
